indicator_code,attribute,attribute_complexity,attribute_dimension,indicator_attribute_score,assessment_c,assessment_principle,assessment,principle,indicator
SRA 1.1.2,Economic diversity,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Efficient and effective,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Equitable and inclusive,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Flexible and agile infrastructure,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Leadership and initiative,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Learning capacity,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Mobility,NA,NA,1,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Social capital,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Technology transfer,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.2,Transparent,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources","Human trafficking, forced labor and debt bondage"
SRA 1.1.3,Access to economic opportunity,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Access to knowledge,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Accountable,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Economic diversity,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Efficient and effective,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Equitable and inclusive,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Flexible and agile infrastructure,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Leadership and initiative,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Learning capacity,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Mobility,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Social capital,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Technology transfer,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.3,Transparent,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Child labor
SRA 1.1.4,Access to economic opportunity,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Access to knowledge,NA,NA,1,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Accountable,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Economic diversity,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Efficient and effective,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Equitable and inclusive,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Flexible and agile infrastructure,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Leadership and initiative,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Learning capacity,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Mobility,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Social capital,NA,NA,1,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Technology transfer,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.4,Transparent,NA,NA,0,Human and labor rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Freedom of association and collective bargaining
SRA 1.1.5,Access to economic opportunity,NA,NA,1,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Access to knowledge,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Accountable,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Economic diversity,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Efficient and effective,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Equitable and inclusive,NA,NA,2,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Flexible and agile infrastructure,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Leadership and initiative,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Learning capacity,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Mobility,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Social capital,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Technology transfer,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.5,Transparent,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Earnings and benefits
SRA 1.1.6,Access to economic opportunity,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Access to knowledge,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Accountable,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Economic diversity,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Efficient and effective,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Equitable and inclusive,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Flexible and agile infrastructure,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Leadership and initiative,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Learning capacity,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Mobility,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Social capital,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Technology transfer,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.6,Transparent,NA,NA,0,Freedom of association and collective bargaining,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Adequate rest
SRA 1.1.7,Access to economic opportunity,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Access to knowledge,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Accountable,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Economic diversity,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Efficient and effective,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Equitable and inclusive,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Flexible and agile infrastructure,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Leadership and initiative,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Learning capacity,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Mobility,NA,NA,1,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Social capital,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Technology transfer,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.7,Transparent,NA,NA,0,Access to basic services for worker housing/ live-aboard vessels,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Access to basic services
SRA 1.1.8,Access to economic opportunity,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Access to knowledge,NA,NA,1,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Accountable,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Economic diversity,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Efficient and effective,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Equitable and inclusive,NA,NA,1,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Flexible and agile infrastructure,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Leadership and initiative,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Learning capacity,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Mobility,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Social capital,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Technology transfer,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.8,Transparent,NA,NA,0,Occupational safety,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Occupational safety
SRA 1.1.9,Access to economic opportunity,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Access to knowledge,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Accountable,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Economic diversity,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Efficient and effective,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Equitable and inclusive,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Flexible and agile infrastructure,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Leadership and initiative,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Learning capacity,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Mobility,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Social capital,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Technology transfer,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.1.9,Transparent,NA,NA,0,Medical response,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Medical response
SRA 1.2.1,Access to economic opportunity,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Access to knowledge,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Accountable,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Economic diversity,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Efficient and effective,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Equitable and inclusive,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Flexible and agile infrastructure,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Leadership and initiative,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Learning capacity,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Mobility,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Social capital,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Technology transfer,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.1,Transparent,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Customary resource use rights
SRA 1.2.2,Access to economic opportunity,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Access to knowledge,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Accountable,NA,NA,1,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Economic diversity,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Efficient and effective,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Equitable and inclusive,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Flexible and agile infrastructure,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Leadership and initiative,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Learning capacity,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Mobility,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Social capital,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Technology transfer,NA,NA,0,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 1.2.2,Transparent,NA,NA,3,Access Rights,SRA_P1,SRA,"Protect human rights, dignity, and access to resources",Corporate responsibility and transparency
SRA 2.1.1,Access to economic opportunity,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Access to knowledge,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Accountable,NA,NA,3,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Economic diversity,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Efficient and effective,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Equitable and inclusive,NA,NA,1,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Flexible and agile infrastructure,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Leadership and initiative,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Learning capacity,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Mobility,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Social capital,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Technology transfer,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.1,Transparent,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Grievance reporting and access to remedy
SRA 2.1.2,Access to economic opportunity,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Access to knowledge,NA,NA,1,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Accountable,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Economic diversity,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Efficient and effective,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Equitable and inclusive,NA,NA,1,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Flexible and agile infrastructure,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Leadership and initiative,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Learning capacity,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Mobility,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Social capital,NA,NA,2,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Technology transfer,NA,NA,0,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.1.2,Transparent,NA,NA,2,Equality,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Stakeholder participation and collaborative management
SRA 2.2.1,Access to economic opportunity,NA,NA,1,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Access to knowledge,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Accountable,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Economic diversity,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Efficient and effective,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Equitable and inclusive,NA,NA,1,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Flexible and agile infrastructure,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Leadership and initiative,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Learning capacity,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Mobility,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Social capital,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Technology transfer,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.1,Transparent,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Equitable opportunity to benefit
SRA 2.2.2,Access to economic opportunity,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Access to knowledge,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Accountable,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Economic diversity,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Efficient and effective,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Equitable and inclusive,NA,NA,1,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Flexible and agile infrastructure,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Leadership and initiative,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Learning capacity,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Mobility,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Social capital,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Technology transfer,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 2.2.2,Transparent,NA,NA,0,Equity,SRA_P2,SRA,Ensure equality and equitable opportunity to benefit,Discrimination
SRA 3.1.1,Access to economic opportunity,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
SRA 3.1.1,Access to knowledge,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
SRA 3.1.1,Accountable,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
SRA 3.1.1,Economic diversity,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
SRA 3.1.1,Efficient and effective,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
SRA 3.1.1,Equitable and inclusive,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
SRA 3.1.1,Flexible and agile infrastructure,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
SRA 3.1.1,Leadership and initiative,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
SRA 3.1.1,Learning capacity,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
SRA 3.1.1,Mobility,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
SRA 3.1.1,Social capital,NA,NA,0,Food and nutrition security,SRA_P3,SRA,"Improve food, nutrition, and livelihood security",Food and nutrition security
